37264,24,1,042021,71,9,34.0,343,107,75,29
37265,24,2,042021,66,7,25.0,341,81,75,29
37266,33,0,042021,424,107,262.0,4577,922,75,29
37267,33,1,042021,255,79,142.0,2330,513,75,29
37268,33,2,042021,167,28,118.0,2229,406,75,29
37269,40,0,042021,49,7,30.0,780,227,75,29
37270,40,1,042021,27,5,19.0,393,118,75,29
37271,40,2,042021,22,2,11.0,386,106,75,29
37272,47,0,042021,57,6,39.0,710,150,75,29
37273,47,1,042021,27,3,19.0,355,94,75,29
37274,47,2,042021,27,3,19.0,340,52,75,29
37275,64,0,042021,94,15,44.0,1846,462,75,29
37276,64,1,042021,51,9,23.0,924,253,75,29
37277,64,2,042021,41,6,19.0,912,207,75,29
37278,79,0,042021,87,16,54.0,868,230,75,29
37279,79,1,042021,40,11,24.0,405,131,75,29
37280,79,2,042021,46,5,29.0,455,98,75,29
37281,86,0,042021,88,16,57.0,1115,247,75,29
37282,86,1,042021,48,14,28.0,579,131,75,29
37283,86,2,042021,37,2,26.0,529,113,75,29
37284,87,0,042021,95,22,48.0,962,265,75,29
37285,87,1,042021,48,15,24.0,453,146,75,29
37286,87,2,042021,46,7,24.0,506,118,75,29
37287,16,0,042021,61,6,32.0,521,145,75,27
37288,16,1,042021,31,4,16.0,275,87,75,27
37289,16,2,042021,30,2,16.0,240,58,75,27
37290,17,0,042021,118,23,68.0,919,277,75,27
37291,17,1,042021,63,17,30.0,493,178,75,27
37292,17,2,042021,54,6,37.0,424,99,75,27
37293,19,0,042021,65,7,53.0,767,195,75,27
37294,19,1,042021,24,3,21.0,376,113,75,27
37295,19,2,042021,40,4,31.0,386,81,75,27
37296,23,0,042021,53,15,23.0,483,83,75,27
37297,23,1,042021,31,9,12.0,244,46,75,27
37298,23,2,042021,22,6,11.0,238,36,75,27
37299,24,0,042021,139,15,63.0,687,190,75,27
37300,24,1,042021,72,9,35.0,344,109,75,27
37301,24,2,042021,67,6,28.0,343,81,75,27
37302,33,0,042021,432,108,268.0,4600,924,75,27
37303,33,1,042021,257,80,143.0,2345,515,75,27
37304,33,2,042021,173,28,123.0,2237,406,75,27
37305,40,0,042021,49,7,30.0,785,227,75,27
37306,40,1,042021,29,4,22.0,394,118,75,27
37307,40,2,042021,20,3,8.0,390,106,75,27
37308,47,0,042021,54,7,38.0,715,154,75,27
37309,47,1,042021,28,2,22.0,358,94,75,27
37310,47,2,042021,24,5,15.0,342,56,75,27
37311,64,0,042021,94,16,43.0,1849,463,75,27
37312,64,1,042021,50,10,21.0,927,254,75,27
37313,64,2,042021,42,6,20.0,912,207,75,27
37314,79,0,042021,90,17,56.0,871,230,75,27
37315,79,1,042021,42,11,26.0,407,131,75,27
37316,79,2,042021,47,6,29.0,456,98,75,27
37317,86,0,042021,85,15,56.0,1119,248,75,27
37318,86,1,042021,47,14,28.0,581,131,75,27
37319,86,2,042021,35,1,25.0,531,114,75,27
37320,87,0,042021,107,25,56.0,967,269,75,27
37321,87,1,042021,53,16,28.0,456,148,75,27
37322,87,2,042021,52,8,28.0,508,120,75,27
37323,16,0,042021,65,6,36.0,522,146,75,24
37324,16,1,042021,34,4,19.0,276,88,75,24
37325,16,2,042021,31,2,17.0,240,58,75,24
37326,17,0,042021,114,20,69.0,930,279,75,24
37327,17,1,042021,60,14,31.0,500,179,75,24
37328,17,2,042021,53,6,37.0,428,100,75,24
37329,19,0,042021,65,7,53.0,771,197,75,24
37330,19,1,042021,26,4,22.0,376,113,75,24
37331,19,2,042021,38,3,30.0,390,83,75,24
37332,23,0,042021,53,15,23.0,484,83,75,24
37333,23,1,042021,30,8,12.0,245,46,75,24
37334,23,2,042021,23,7,11.0,238,36,75,24
37335,24,0,042021,139,15,63.0,689,192,75,24
37336,24,1,042021,72,9,35.0,345,110,75,24
37337,24,2,042021,67,6,28.0,344,82,75,24
37338,33,0,042021,436,111,268.0,4618,928,75,24
37339,33,1,042021,257,82,140.0,2355,517,75,24
37340,33,2,042021,177,29,126.0,2245,408,75,24
37341,40,0,042021,48,9,25.0,789,227,75,24
37342,40,1,042021,27,5,18.0,397,118,75,24
37343,40,2,042021,21,4,7.0,391,106,75,24
37344,47,0,042021,51,6,37.0,718,157,75,24
37345,47,1,042021,25,1,21.0,360,97,75,24
37346,47,2,042021,23,4,15.0,343,56,75,24
37347,64,0,042021,91,17,43.0,1856,463,75,24
37348,64,1,042021,52,12,22.0,928,254,75,24
37349,64,2,042021,37,5,19.0,918,207,75,24
37350,79,0,042021,81,17,48.0,883,233,75,24
37351,79,1,042021,37,10,23.0,414,133,75,24
37352,79,2,042021,43,7,24.0,461,99,75,24
37353,86,0,042021,83,15,54.0,1121,247,75,24
37354,86,1,042021,47,14,28.0,581,130,75,24
37355,86,2,042021,34,1,24.0,532,114,75,24
37356,87,0,042021,108,28,54.0,969,270,75,24
37357,87,1,042021,54,18,27.0,457,149,75,24
37358,87,2,042021,52,9,27.0,509,120,75,24
37359,16,0,042021,62,6,34.0,526,146,75,19
37360,16,1,042021,31,3,17.0,279,88,75,19
37361,16,2,042021,31,3,17.0,241,58,75,19
37362,17,0,042021,113,18,69.0,935,279,75,19
37363,17,1,042021,59,13,31.0,502,179,75,19
37364,17,2,042021,53,5,37.0,431,100,75,19
