20212020S1975400,Marché,Services,Études de marché et recherche économique; sondages et statistiques,04/01/2021,66200.0,Ferme,Ministère de l'agriculture et de l'alimentation - FranceAgriMer,48.8631652232,2.4482059517,PME,669.511422899487,43.8351382402,5.79123589103,012021
201930bnalHkCL00,Marché,Travaux,Travaux de construction de carrefours giratoires,21/01/2021,66279.0,Révisable,EPAMARNE,48.8462198182,2.61920248034,ETI,34.52757564815997,48.729938105,2.32968167157,012021
2020Ga5rjxtqMU00,Marché,Travaux,Travaux de construction de stations d'épuration,27/01/2021,66290.0,Révisable,CC du Grand Pic Saint Loup,43.769526913,3.8699877137,NC,19.85077719314508,43.6584741255,4.01065130135,012021
20205f4VMSh1i300,Marché,Services,Réalisation et entretien d'espaces verts,04/01/2021,662910.0,Révisable,Direction de la Maintenance,48.8348302792,2.42102904428,GE,23.310760446781188,49.008557005,2.30310904276,012021
2021100015052500,Marché,Travaux,Travaux de construction,26/01/2021,6630000.0,Révisable,Ministère des armées - Etablissement du service d'infrastructure de la défense de Lyon - ESID Lyon,,,ETI,,45.2198746489,5.71597377571,012021
20212021F0114600,Marché,Fournitures,"Vêtements, articles chaussants, bagages et accessoires",01/01/2021,66310.13,Révisable,Ministère de la Culture - Etablissement public du Musée du Louvre,48.8625262113,2.33630086089,PME,439.6905370248702,45.7972241073,4.85165588558,012021
2020H3VwbrhKNb00,Marché,Travaux,Travaux de construction,21/01/2021,663500.0,Ferme et actualisable,Alter Public,47.4766284713,-0.556089456786,ETI,405.5706655076689,50.0104686152,2.07986088901,012021
2021M00,Marché,Travaux,Travaux de construction complète ou partielle et travaux de génie civil,26/01/2021,66399.3,Ferme et actualisable,Ville de Vernaison,45.6491373458,4.80970905869,PME,16.46648744311358,45.7016140067,4.94900275462,012021
2018ZENLVf2sty00,Marché,Services,Services topographiques,13/01/2021,6640.0,Révisable,SERL marchés,45.7533230296,4.86924368009,PME,7.321771074902392,45.7860240236,4.92675965549,012021
2020zyzn-Wfswb00,Marché,Travaux,Travaux de gros œuvre,08/01/2021,664178.29,Révisable,Ardèche Habitat,45.2462974654,4.65115146795,PME,22.995375078960205,45.0402916073,4.62843995373,012021
20202020S0090000,Marché,Fournitures,Repas préparés,21/01/2021,66422.92,Révisable,ST AIGNAN DE GRAND LIEU,47.1327159672,-1.62338512417,GE,138.37159030233997,47.6599029362,-2.75681901002,012021
2021170010484000,Marché,Travaux,Ouvrages d'art et de génie civil,22/01/2021,664225.0,Révisable,"Ministère de la Transition Écologique, Ministère de la Cohésion des Territoires, Ministère de la Mer - Direction Interdépartementale des Routes Massif Central",45.7859001722,3.11559551839,PME,424.80548375157167,49.1854356598,1.36489156201,012021
2021ESPPROP2200,Marché,Travaux,Travaux d'aménagement du terrain,19/01/2021,66431.0,Ferme,Communauté de Communes du Pays de Meslay Grez,47.9466116173,-0.559309942906,PME,17.114350426492976,48.0970652292,-0.527442651753,012021
2020UCM_WOuOj-00,Marché,Services,Services d'architecte pour les bâtiments,04/01/2021,66500.0,Ferme et actualisable,Colombes Habitat Public,48.9228776124,2.24687029827,PME,60.326695686278974,48.8457093916,2.78688716029,012021
2020JhCTF5vz6D00,Marché,Services,Services de dératisation,14/01/2021,66512.32,Révisable,Ardèche Habitat,45.2462974654,4.65115146795,ETI,0.0,45.2462974654,4.65115146795,012021
2021M2022100,Marché,Travaux,Travaux de construction d'immeubles collectifs et de maisons individuelles,06/01/2021,66550.0,Révisable,ACM HABITAT - OPH Montpellier Méditerranée Métropole,43.6131750772,3.86941278925,PME,0.0,43.6131750772,3.86941278925,012021
20212021T0133000,Marché,Travaux,Travaux de couverture,27/01/2021,66576.68,Ferme et actualisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - UNIVERSITE DE POITIERS",46.5834165499,0.359436087058,NC,0.0,46.5834165499,0.359436087058,012021
2020FTJILX4VqG00,Marché,Travaux,Travaux de réfection,28/01/2021,66578.0,Ferme et actualisable,MANCHE HABITAT,49.1097135871,-1.07754504719,ETI,214.4425686467186,47.3438029139,-1.85379829182,012021
2020xSN6MYkdb100,Marché,Travaux,Travaux de plâtrerie,20/01/2021,66591.84,Révisable,Département de la Haute-Saône,47.631875925,6.15550489936,NC,43.74321601654577,47.2739274498,5.98794392013,012021
2021130016089000,Marché,Fournitures,"Dispositifs de stérilisation, de désinfection et d'hygiène",01/01/2021,666.0,Révisable,Ministère des armées - Direction des Approvisionnements en produits de santé des armées,,,PME,,46.0775446022,3.43912980751,012021
