202093101,Marché,Travaux,Travaux routiers,25/01/2021,720000.0,Révisable,Budget principal M52,43.6131750772,3.86941278925,ETI,49.48603986771685,43.4924125506,3.4386544199,012021
2021100015032200,Marché,Fournitures,Systèmes radars,06/01/2021,720000.0,Ferme,"Ministère de la Transition Écologique, Ministère de la Cohésion des Territoires, Ministère de la Mer - Direction Générale des Infrastructures, des Transports et de la Mer",48.8836186061,2.23810959636,NC,5.572595264047834,48.9262855146,2.21169941044,012021
202130241800,Marché,Services,Services spécialisés de transport routier de passagers,11/01/2021,720000.0,Révisable,BUDGET PRINCIPAL,-20.9331856391,55.4471055195,PME,22.13700497150955,-21.2232456927,55.5586013062,012021
2020Hdek5QOA2I00,Marché,Services,Services de nettoyage,06/01/2021,720000.0,Révisable,Côte d'Azur Habitat (OPAM de Nice),43.7123384529,7.23750191149,GE,204.3176757192212,43.5360639608,5.39837823449,012021
2020GE614uj25f00,Marché,Travaux,Travaux routiers,07/01/2021,7200000.0,Révisable,Commune de Montigny-lès-Cormeilles,48.9938597014,2.19392960258,ETI,11.891021660396605,48.9884685976,2.30132987585,012021
202120907A00,Marché,Fournitures,Fournitures de bureau,13/01/2021,72050.0,Révisable,Metz Métropole,49.1081027833,6.19595351042,GE,436.39787357832677,48.8983675206,2.25515424076,012021
2020eiFYrBwymL00,Marché,Travaux,Travaux de plomberie,18/01/2021,7206.8,Ferme et actualisable,SEGAPAL MAPA-OcPVCMR,45.7860240236,4.92675965549,PME,4.149792534968181,45.7719596188,4.9615343054,012021
20212021S0058700,Marché,Fournitures,Matériel et fournitures informatiques,15/01/2021,7.2076998E7,Révisable,Ministère de l'Intérieur - Bureau des marchés d'équipements et de matériels,48.8348302792,2.42102904428,NC,12.551553052242392,48.9296428406,2.35946866986,012021
2020FCS060L100,Marché,Services,Services d'assurance dommages ou pertes,21/01/2021,72083.0,Révisable,VILLE DE MONTIGNY-EN-GOHELLE,50.4278729227,2.92950281594,ETI,590.7278409121599,46.3286026496,-0.464927924553,012021
2020N1jY56wIjt00,Marché,Services,Services d'audit,12/01/2021,72125.0,Révisable,HABITAT 08,49.7750868481,4.71731702738,PME,94.80944305692913,49.2517771432,4.03968745396,012021
2021DTS4000,Marché,Services,Services spécialisés de transport routier de passagers,06/01/2021,72170.0,Révisable,Martinique Transport,14.6408734458,-61.069176472,PME,0.0,14.6408734458,-61.069176472,012021
20212020F2338800,Marché,Fournitures,Pansements,04/01/2021,722120.0,Révisable,CHU NANTES,47.2321613301,-1.54797539458,PME,467.01389934888067,48.8769868607,2.33753841595,012021
2020fAJTbGQPVH00,Marché,Travaux,Travaux de construction de réseaux de chauffage urbain,22/01/2021,72265.46,Révisable,Trifyl,43.800450676,2.01963114091,PME,49.19083703888747,43.8843389382,2.45641384956,012021
2020ti7Prj-FwD00,Marché,Services,"Services d'architecture, services de construction, services d'ingénierie et services d'inspection",29/01/2021,72280.0,Ferme,SAS SAINTE BARBE,49.152566268,6.79805595789,PME,9.812523628374489,49.1287278747,6.71258678084,012021
2019007901,Marché,Travaux,Travaux d'aménagement paysager d'espaces verts,20/01/2021,72390.59,Révisable,BUDGET PRINCIPAL,48.9346127594,2.29454165622,PME,4.030702222712016,48.9695044801,2.28470111183,012021
20212021S0095900,Marché,Services,Services de réparation et d'entretien,19/01/2021,72440.0,Révisable,CHU ROUEN,49.4415068863,1.09373273216,PME,12.664119074126571,49.4466094389,1.20814748239,012021
202121T00800,Marché,Travaux,Travaux de construction de bâtiments,29/01/2021,72447.51,Ferme,Département de la Haute-Loire,45.02773512,3.89608931701,NC,34.08819599226212,45.331677574,3.85327956368,012021
20212021S0505900,Marché,Services,Services de nettoyage,06/01/2021,724569.76,Révisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - Université Paris 1 - Panthéon Sorbonne",48.8444087298,2.35049826183,ETI,16.891268940356344,48.8963161116,2.20694242609,012021
202120330100,Marché,Travaux,Travaux de menuiserie,25/01/2021,72492.2,Révisable,VILLE D'ISSOIRE,45.5455781545,3.24503327866,PME,26.40847003401995,45.7513918237,3.1257081208,012021
20210330100,Marché,Travaux,Travaux de peinture,21/01/2021,72492.2,Ferme et actualisable,VILLE D'ISSOIRE,45.5455781545,3.24503327866,PME,26.40847003401995,45.7513918237,3.1257081208,012021
2020XBVE-H5up600,Marché,Travaux,Travaux de construction de bâtiments,21/01/2021,72500.0,Révisable,Alter Public,47.4766284713,-0.556089456786,PME,59.661421108917196,47.0458179875,-0.877097655444,012021
20212020F2274600,Marché,Fournitures,Pâtisserie,01/01/2021,725081.23,Révisable,"Etablissements et organismes de l'enseignement supérieur, de la recherche et de l'innovation - Centre national des oeuvres universitaires et scolaires",48.8215811431,2.28726066648,ETI,14.864819014579858,48.8348302792,2.42102904428,012021
2020M20-70-302,Marché,Fournitures,,13/01/2021,72544.58,Ferme,CCPI BUDGET PRINCIPAL,48.465910222,-4.63452795357,PME,16.30763821256202,48.3999000994,-4.5027702561,012021
2020F15L200,Marché,Fournitures,Viande bovine,08/01/2021,72556.0,Ferme,BUDGET PRINCIPAL,48.6285271332,2.59586280952,NC,196.58589984584904,49.1486204311,0.896787807633,012021
