2021L2323A00,Marché,Services,Services de téléphonie et de transmission de données,05/02/2021,870000.0,Révisable,Ville de Lyon,45.7700265344,4.82839245881,GE,441.53075380517794,48.840040811,2.29268840406,022021
20212021S0678400,Marché,Services,Services de réception,24/02/2021,87036.0,Ferme,"Ministère de l'éducation nationale et de la jeunesse et Ministère de l'enseignement supérieur, de la recherche et de l'innovation - Centre d'études et de recherches sur les qualifications",43.3127155398,5.36343891881,ETI,435.83784225270654,43.5959710776,1.43229743595,022021
2019QXt9y2xTIN00,Marché,Services,Services d'assurance,16/02/2021,8708.35,Révisable,VILLE DE SAINT BERTHEVIN,48.0707493344,-0.845402403406,ETI,198.43302090393513,46.3286026496,-0.464927924553,022021
20213050100,Marché,Travaux,Travaux de construction,12/02/2021,872704.13,Révisable,SISCOBAVI .,49.0114472633,3.83927896477,NC,10.475089079445697,49.0553036512,3.92314354208,022021
2021LAFAGE00200,Marché,Travaux,Travaux de terrassement,02/02/2021,87285.0,Ferme et actualisable,Commune de la Fage Saint Julien,44.7992246792,3.20894272896,PME,29.063455148112883,45.0286242677,3.08281527911,022021
2020e25do6oj6800,Marché,Travaux,Travaux d'installations électriques,01/02/2021,87296.0,Révisable,Mairie de Coueron,47.2305431151,-1.7303481837,GE,29.67391855958348,47.3015616292,-1.47168011724,022021
20202021 01L0600,Marché,Services,Services d'assurances accidents et maladie,08/02/2021,87314.4,Révisable,CARENTAN LES MARAIS,49.2966246966,-1.25540922772,ETI,467.64069536047384,47.1607460183,2.38661400781,022021
2020j9mrEXZ9DS00,Marché,Services,Services d'ingénierie,04/02/2021,87342.5,Révisable,ATMB - 2D2I - Direction du dévelopement de l'ingienerie et de l'innovation,46.0739029681,6.40835573143,ETI,889.1617339047714,47.2321613301,-1.54797539458,022021
20212021S0225900,Marché,Services,Services de transport (à l'exclusion du transport des déchets),09/02/2021,87350.0,Ferme,Ministère de la Culture - Etablissement public du Palais de la Porte Dorée,48.8348302792,2.42102904428,NC,12.551553052242392,48.9296428406,2.35946866986,022021
202120201500,Marché,Travaux,Travaux de construction de logements-foyers,23/02/2021,87423.48,Révisable,OPHIS,45.7859001722,3.11559551839,PME,8.65951003265822,45.7729923571,3.19282477044,022021
202120FOU13100,Marché,Fournitures,Véhicules à moteur,01/02/2021,87448.0,Ferme,MAYENNE COMMUNAUTE,,,GE,,46.7762050023,-1.43372348586,022021
2021101320013100,Marché,Services,Services de nettoyage de bâtiments,19/02/2021,87492.87,Ferme,Communauté des Communes Giennoises,47.7121662255,2.66542721165,GE,404.1983791670188,48.6297418071,6.20275919041,022021
2021120221S10300,Marché,Services,Services d'impression,25/02/2021,87500.0,Ferme,VILLE DE NIORT,46.3286026496,-0.464927924553,PME,22.676219820646807,46.4830349016,-0.598669009766,022021
2019G_XFIFpVQ200,Marché,Services,Services d'assurance,08/02/2021,8757.0,Ferme,MSA GRAND SUD,43.1651014685,3.02005317318,NC,753.2806659840857,49.9002814748,2.29072265357,022021
2018DZ8eDknpd900,Marché,Travaux,Travaux de plomberie,02/02/2021,87600.0,Révisable,UGECAM AQUITAINE,44.8889230081,-0.600409986888,GE,212.72173541508982,46.5485986157,0.353146336261,022021
202150201,Marché,Travaux,Travaux relatifs aux conduites d'alimentation en eau,24/02/2021,87610.0,Ferme,SMAEP DE L AUNAY LA TOUCHE,47.9201666076,-0.15431933157,NC,149.20911569112357,48.1103750204,-1.49006502309,022021
202008261436E01,Marché,Fournitures,Cloisons,02/02/2021,87707.48,Révisable,BUDGET PRINCIPAL,47.2801589313,-2.25106183059,PME,109.09265865712318,46.9761281983,-1.31310088243,022021
2021023FD00,Marché,Services,Services de prestations,26/02/2021,87746.0,Révisable,Centrale d'achat Dijon Métropole,47.3230744087,5.03738286925,PME,0.0,47.3230744087,5.03738286925,022021
2021002020400300,Marché,Travaux,Travaux d'aménagement du terrain,11/02/2021,87748.96,Révisable,Communauté de Communes du Genevois,46.1225573395,6.13948455176,NC,32.018909553198895,46.0500047657,5.8592062161,022021
2020200150104,Marché,Travaux,Travaux de construction de stations-services,15/02/2021,87791.0,Révisable,CNE D ECHIROLLES,45.1470636912,5.71546169286,ETI,555.6660670746496,48.7802898374,2.25979241616,022021
2019WzB4akYbZv00,Marché,Travaux,Travaux de menuiserie,08/02/2021,8782.0,Ferme,CAF de la Gironde,44.8578964782,-0.57357535767,PME,0.0,44.8578964782,-0.57357535767,022021
2021CP002F00100,Marché,Fournitures,Équipements de protection,12/02/2021,8784000.0,Révisable,BUDGET PRINCIPAL CD40,43.8994418261,-0.490443107618,NC,,,,022021
20212021T0340300,Marché,Fournitures,Serres,22/02/2021,878463.16,Révisable,"Institut national de recherche pour l’agriculture, l’alimentation et l’environnement",48.8562037309,2.3121193117,PME,402.87490136594926,47.4022097287,-1.02449841144,022021
20212021S0229500,Marché,Services,Services de mise en cale sèche,10/02/2021,87875.0,Ferme,"Ministère de la Transition Écologique, Ministère de la Cohésion des Territoires, Ministère de la Mer - Groupement d'Intérêts Economiques - Dragages Ports",49.4415068863,1.09373273216,ETI,629.5909595447768,48.3999000994,-4.5027702561,022021
2020M9B0097MG01,Marché,Fournitures,Machines agricoles,22/02/2021,87878.05,Ferme,BUDGET PRINCIPAL,43.6131750772,3.86941278925,ETI,610.891751697991,48.6203554627,6.17325791939,022021
202020PA060401,Marché,Travaux,Travaux de construction de centres de secours des sapeurs-pompiers,05/02/2021,87964.27,Révisable,SDIS DES ARDENNES,49.7485363282,4.68592124661,PME,3.4577580738266263,49.7254079306,4.70687986217,022021
2020mjFwNUD8ej00,Marché,Travaux,Travaux de construction de centres de secours des sapeurs-pompiers,23/02/2021,87964.27,Révisable,SDIS 08 Ardennes,49.7485363282,4.68592124661,NC,4.553087896189223,49.7750868481,4.71731702738,022021
2021AO32100100,Marché,Travaux,Travaux d'entretien routier,18/02/2021,879920.67,Ferme,Département du Loir-et-Cher,47.5814306941,1.30596722868,NC,0.0,47.5814306941,1.30596722868,022021
202120256100,Marché,Services,Services de contrôle et d'essais techniques,17/02/2021,8800.0,Ferme et actualisable,COMMUNAUTE DE COMMUNES DU PAYS DE BRAY,49.4473045635,1.92137851076,NC,107.58149091881818,48.6293513055,2.44049035394,022021
2021170010526200,Marché,Services,Études techniques,05/02/2021,8800.0,Ferme et actualisable,Ministère des armées - Etablissement du Service d'infrastructure de la défense d'Ile de France - ESID Ile de France,,,NC,,48.8963161116,2.20694242609,022021
