202109MAP202100,Marché,Services,"Services d'architecture, d'ingénierie et de planification",21/04/2021,23990.0,Révisable,1-TPM Equipement et Travaux,43.1364847512,5.93276630299,PME,28.475271395652307,43.2764147918,6.14882217861,042021
20212019-0900,Marché,Services,,13/04/2021,239900.0,Ferme,COMMUNE DE CHIRONGUI,-12.9191519546,45.1487147673,PME,1269.4880762138062,-21.0446108504,55.3222448792,042021
202102L0300,Marché,Fournitures,Équipements de protection,16/04/2021,2400.0,Révisable,Agglo Pays d'Issoire,45.5455781545,3.24503327866,NC,177.30627333515625,45.7333494426,4.83733100241,042021
2021aJnUxCKUcZ00,Marché,Fournitures,Graisses et lubrifiants,22/04/2021,2400.0,Révisable,Commune VIERZON,47.2370821272,2.07892537933,GE,185.11874185646408,48.8963161116,2.20694242609,042021
20209OehIgl8Jo00,Marché,Fournitures,Produits alimentaires divers,15/04/2021,2400.0,Ferme et actualisable,Mairie de l'Etang-Sale,-21.2492112938,55.366954369,PME,20.549851426281833,-20.9441421191,55.3050347414,042021
20211800,Marché,Travaux,Travaux de construction de logements-foyers,15/04/2021,24000.0,Ferme et actualisable,SETE THAU HABITAT OPH,43.3918010648,3.64662263951,NC,30.69017774476846,43.6244752697,3.7962679963,042021
2019pB37bbE9NM00,Marché,Services,Services de crédit-bail ou de location de propriétés non résidentielles propres,28/04/2021,24000.0,Révisable,CARSAT CENTRE OUEST,45.8544262114,1.24894834225,PME,167.8041899515738,46.2403879763,-0.218038921082,042021
202120211900,Marché,Services,Services de transport routier,20/04/2021,24000.0,Révisable,1 - Saint-Lô Agglo,49.1097135871,-1.07754504719,PME,10.054999775358457,49.1640566511,-1.15018822417,042021
202120160400,Marché,Services,Réalisation et entretien d'espaces verts,06/04/2021,24000.0,Révisable,Ville de Chassieu,45.7380869696,4.96241516988,PME,5.994255912928335,45.7299437905,5.01600256178,042021
2019sMQ_LQiId_00,Marché,Services,Services de crédit-bail ou de location de propriétés non résidentielles propres,28/04/2021,24000.0,Révisable,CARSAT CENTRE OUEST,45.8544262114,1.24894834225,NC,128.64892479394726,46.5207328149,0.298284323049,042021
